Sr. No.,News Items,Label
2411,دیڈا کی سوانح عمری کے مصنف نے کنگنا رناوت کی فلم کو ملک کے کاپی رائٹ قوانین کی خلاف ورزی قرار دیا ہے جس کی وہ قسم کھاتی ہیں۔ مصنف آشیش کول کا کہنا ہے کہ کنگنا رناوت نے میرے واحد حقوق کی خلاف ورزی کی ہے۔,TRUE
2412,"پاکستان انٹرنیشنل ایئر لائنز کے ایک طیارے کو ملائیشیا کے حکام نے برطانوی عدالت میں ایک مقدمے کی وجہ سے واپس روک لیا ہے، ایئر لائن نے جمعہ کو کہا کہ وہ سفارتی ذرائع سے معاملے کی پیروی کرے گی۔",TRUE
2413,"ایل این جی کی ریکارڈ قیمتیں جنوبی ایشیائی ممالک کو راشن گیس کی طرف دھکیل رہی ہیں، دیگر ایندھن کی تلاش ہے",TRUE
2414,"افغانستان کے دور دراز پہاڑوں میں پوشیدہ، انسانی بستی سے بہت دور، جام کے قدیم مینار کو باہر کی دنیا اس وقت تک فراموش کر چکی تھی جب تک کہ اسے 1957 میں ماہرین آثار قدیمہ نے دوبارہ دریافت نہیں کیا۔",TRUE
2415,پاکستان کے سابق فاسٹ باؤلر شعیب اختر نے دعویٰ کیا ہے کہ زمبابوے کے لیجنڈ کرکٹر اینڈی فلاور کو مصباح الحق کی جگہ پاکستان کی سینئر کرکٹ ٹیم کا کوچ مقرر کیا جائے گا۔,TRUE
2416,میلبورن اسٹارز کو آخر کار گھر پر کھیلنے کا موقع ملے گا کیونکہ وہ اپنی BBL مہم کو بھڑکانے کی کوشش کر رہے ہیں۔,TRUE
2417,"پاکستان کے وفاقی وزیر برائے سائنس و ٹیکنالوجی فواد حسین نے اس ہفتے انکشاف کیا کہ پاکستان اسپورٹس بورڈ اور پاکستان سائنس فاؤنڈیشن کے درمیان ایک یادداشت پر دستخط کیے گئے ہیں جس کے تحت اسپورٹس کو ""باقاعدہ کھیلوں"" کا درجہ ملے گا۔",TRUE
2418,پروٹیز کی پاکستان میں گیند کو ریورس کرنے کی جستجو باؤلنگ کوچ چارل لینگویلڈ کی بصیرت پر بہت زیادہ انحصار کرے گی۔,TRUE
2419,"فروری میں فنانشل ایکشن ٹاسک فورس کے اجلاس سے پہلے، امریکہ نے پاکستانی دہشت گرد گروپوں کو دوبارہ لشکر جھنگوی (LJ) اور لشکر طیبہ (LeT) کو غیر ملکی دہشت گرد تنظیموں کے طور پر نامزد کیا ہے۔",TRUE
2420,FSSAI نے ٹرانس چربی پر نئی ٹوپیاں کیوں متعارف کرائیں؟ عالمی سطح پر خاتمے کے لیے مزید کیا کرنے کی ضرورت ہے؟,TRUE
2421,پاکستان میں سینکڑوں عیسائیوں کو اپنے گھر بار چھوڑنے پر مجبور کیا گیا جب ایک فیس بک پوسٹ نے مسلمانوں کو مشتعل کر کے پڑوس کو نذر آتش کرنے کی دھمکی دی۔,TRUE
2422,"AIIMS کے سیکورٹی گارڈ نے ہسپتال کی دیکھ بھال میں، COVID ویکسینیشن کے بعد الرجی کی اطلاع دی۔ ڈاکٹروں کا دعویٰ ہے کہ انہیں دوسری خوراک دینے کے بجائے غیر استعمال شدہ کووِڈ 19 ویکسین پھینکنے کے لیے کہا جا رہا ہے۔",TRUE
2423,پاکستان نے ہفتے کے روز ہنگامی استعمال کے لیے آسٹرا زینیکا کے ٹیکے کی منظوری کے ساتھ ملک کی پہلی کورونا وائرس ویکسین کو گرین لائٹ دے دی۔,TRUE
2424,"ہندوستان نے ہفتے کے روز کوویڈ 19 کے خلاف بڑے پیمانے پر ویکسینیشن مہم کا آغاز کیا ، اس مہم کے پہلے دن تقریبا 300 300،000 افراد کو ٹیکہ لگانے کا ارادہ ہے۔",TRUE
2425,علیم ڈار جنوبی افریقہ کے خلاف آئندہ سیریز میں پہلی بار ہوم سرزمین پر ٹیسٹ امپائرنگ کریں گے۔,TRUE
2426,1947 میں انگریزوں کے جانے کے بعد ہندوستان کی تقسیم نے ایک بہت بڑی اور پرتشدد بڑے پیمانے پر ہجرت کو جنم دیا۔ ایک ملین سے زیادہ لوگ مر گئے۔ اس واقعہ کا صدمہ اور میراث آج بھی زندہ ہے۔,TRUE
2427,"اقوام متحدہ نے کہا ہے کہ ہندوستانی تارکین وطن، جو کہ سب سے زیادہ متحرک اور متحرک ہیں، دنیا کا سب سے بڑا ہے، 2020 میں ملک کے 18 ملین لوگ اپنے وطن سے باہر رہ رہے ہیں۔",TRUE
2428,پاکستان نے نیوزی لینڈ کے ہاتھوں 2-0 کی شکست کے بعد جنوبی افریقہ کے خلاف دو ٹیسٹ میچوں کی ہوم سیریز سے قبل جمعہ کو اپنے ٹیسٹ اسکواڈ کی ایک بڑی تبدیلی کرتے ہوئے نو غیر کیپڈ کھلاڑیوں کو نامزد کیا ہے۔,TRUE
2429,جنوبی افریقہ کی کرکٹ ٹیم تقریباً 14 سال میں پہلی بار پاکستان میں ٹیسٹ میچ کھیلنے کے لیے ہفتے کے روز جنوبی بندرگاہی شہر کراچی پہنچی۔ پروٹیز نے آخری بار پاکستان کا دورہ دیر سے کیا تھا۔,TRUE
2430,"سال 2021 کا آغاز ایک اور المناک اور گٹ رینچنگ ایئر حادثے کے ساتھ ہوا جس میں سوار 62 مسافر اور عملہ ہلاک ہوگیا۔ بوئنگ 737-500 ہفتے کے روز انڈونیشیا کے مغربی کلیمانتان میں پونٹیانک کے لیے گھریلو پرواز پر جا رہا تھا، اس سے پہلے کہ یہ ریڈارسکر سے غائب ہو گیا۔",TRUE
2431,"آسٹریلیا کی سطح مرتفع کارکردگی نے ورلڈ ٹیسٹ چیمپئن شپ کے فائنل میں جگہ کو خطرے میں ڈال دیا ہے۔ دورہ جنوبی افریقہ، 2021 کرکٹ ٹیسٹ سکواڈ محمد عباس، شان مسعود نے حسن علی کو ڈراپ کر دیا۔",TRUE
2432,"لیک ہونے والی ویڈیو چیٹس میں جو اینکر ارنب گوسوامی کے خلاف ہندوستانی پولیس کی تحقیقات کا حصہ ہیں، وہ وزیر اعظم نریندر مودی کے دفتر میں اپنے رابطوں کے بارے میں فخر کرتا ہے۔ بالاکوٹ کے فضائی حملے کو ایک خفیہ مشن سمجھا جاتا تھا",TRUE
2433,"اب یہ صرف بے ترتیبی کو چھپانے کے لیے نہیں ہے - اپنی اگلی ورچوئل میٹنگ کے دوران کیمرہ چھوڑنے کی وجوہات میں ""سیارے کو بچانے"" کا اضافہ کریں۔ ایک نئی تحقیق میں کہا گیا ہے کہ 2020 میں عالمی کاربن کے اخراج میں ریکارڈ کمی کے باوجود، وبائی امراض سے چلنے والی دور دراز کے کاموں میں منتقلی…",TRUE
2434,ویریندر سہواگ نے کہا کہ بعد میں وہ معلوم نہیں تھا کہ اب تک کی سب سے زیادہ ٹیسٹ افتتاحی شراکت داری کا عالمی ریکارڈ لائن پر تھا لیکن اس نے ویسے بھی کھیلے ہوئے شاٹ کو تبدیل نہیں کیا ہوگا۔,TRUE
2435,"افغانستان میں امریکی افواج کی تعداد کم کر کے 2500 کر دی گئی، جو 2001 کے بعد کی کم ترین سطح ہے.  اسلام آباد، پاکستان — پینٹاگون نے افغانستان میں امریکی فوجیوں کی تعداد کو کم کر کے 2500 کر دیا ہے",TRUE
2436,پی ایم مودی نے کہا کہ ہم نے وندے بھارت مشن کے تحت نہ صرف ہندوستانیوں بلکہ دوسرے ممالک کے لوگوں کو بھی نکالا۔,TRUE
2437,"بالاکوٹ ہڑتال سے تین دن پہلے، ارنب گوسوامی نے واٹس ایپ چیٹ پر کہا تھا کہ ’کچھ بڑا ہونے والا ہے‘۔ TRP گھوٹالہ: پرشانت بھوشن نے ارنب گوسوامی اور BARC کے سابق سی ای او کے درمیان واٹس ایپ چیٹ کے اسکرین شاٹس کا اشتراک کیا۔",TRUE
2438,"فروری میں فنانشل ایکشن ٹاسک فورس کے اجلاس سے پہلے، امریکہ نے پاکستانی دہشت گرد گروپوں کو دوبارہ لشکر جھنگوی (LJ) اور لشکر طیبہ (LeT) کو غیر ملکی دہشت گرد تنظیموں کے طور پر نامزد کیا ہے۔ ",TRUE
2439,"جالندھر، 15 جنوری۔ انٹرنیٹ فراڈ کے خلاف لوگوں کو بیدار کرنے کے لیے، کمشنریٹ پولیس نے جمعہ کو نہرو گارڈن سینئر سیکنڈری اسکول اور گورنمنٹ سینئر سیکنڈری اسکول بھارگو کیمپ میں سائبر بیداری کیمپ کا انعقاد کیا۔ ",TRUE
2440,"ہندوستان بمقابلہ آسٹریلیا: ٹی نٹراجن ہندوستانی بائیں ہاتھ کے تیز گیند بازوں کے ایلیٹ گروپ میں آر پی سنگھ میں شامل ہوئے۔ آسٹریلیا بمقابلہ ہندوستان: رشبھ پنت نے اجنکیا رہانے سے ڈی آر ایس کے لیے جانے کی التجا کی، روہت شرما ہنس پڑے۔",TRUE
2441,تمام خواتین کی ورچوئل سمٹ ہندوستان اور پاکستان کے مشترکہ ورثے کو منانے پر توجہ مرکوز کرے گی۔ ,TRUE
2442,"حفاظتی ٹیکوں کی مشق کے پہلے مرحلے میں، صحت کی دیکھ بھال اور فرنٹ لائن کارکنوں کے ترجیحی گروپ میں 3 کروڑ لوگوں کو ٹیکہ لگایا جانا ہے۔ ہفتے کے روز، 3,352 سیشن منعقد کیے گئے، جن میں سے ہر ایک میں کم از کم 100 افراد کو ویکسین کرنے کا ہدف تھا۔",TRUE
2443,انڈین ایکسپریس ریاستوں اور مرکز کے زیر انتظام علاقوں میں کوویڈ 19 کے حفاظتی ٹیکوں کی مشق کو دیکھ رہا ہے۔,TRUE
2444,"کشمیری نژاد سمیرا فاضلی کے والدین چاہتے تھے کہ وہ ایک ڈاکٹر بنیں، لیکن وہ اس سے متفق نہیں تھیں۔",TRUE
2445,یہ معلوم ہوا ہے کہ گاندھی نے حکومت سے کہا کہ وہ تیزی سے جارحانہ اور جارحانہ چین کا مقابلہ کرنے کے لیے اپنی حکمت عملی بیان کرے۔,TRUE
2446,خواتین استفادہ کنندگان تمام فوائد حاصل کرنے کے لیے اچھی کارکردگی کا مظاہرہ کر رہی ہیں,TRUE
2447,"خوردہ دکانوں کو فروخت کرنے کے بجائے، محمد۔ نسیم براہ راست صارفین کو فروخت کرنے کے لیے کرافٹ ایکسپو کا اہتمام کر رہا ہے۔",TRUE
2448,"انڈیا کے نیشنل سینٹر فار سیسمولوجی کے مطابق، جموں و کشمیر میں کٹرا کے قریب آج 4.1 شدت کا زلزلہ آیا۔",TRUE
2449,"وزارت نے مزید کہا کہ کل 16,755 ویکسینیٹروں نے پورے ہندوستان میں ویکسینیشن کے عمل میں حصہ لیا۔ ویکسین کے بعد ہسپتال میں داخل ہونے کا ایک بھی کیس ابھی تک رپورٹ نہیں ہوا ہے۔",TRUE
2450,"صحت کے حکام نے اس مہم کی مکمل تفصیلات ظاہر نہیں کیں، لیکن ان کا کہنا ہے کہ یہ کرہ ارض پر سب سے بڑی ویکسینیشن مہم ہوگی۔",TRUE
2451,"مسلح افواج نے ملک گیر ویکسینیشن مہم کے پہلے دن ہفتے کے روز 3000 سے زیادہ فوجی ڈاکٹروں، نرسوں اور ہیلتھ کیئر اہلکاروں کو کورونا وائرس کی ویکسین پلائی۔",TRUE
2452,طبی عملے میں ویکسین کی تذبذب کے درمیان سینئر ڈاکٹر اس مہم کی قیادت کرنے کی پیشکش کرتے ہیں۔,TRUE
2453,"ریان پراگ (77، 54 گیندوں، 5 چوکے، 5 چھکے) نے آسام کو 20 اوورز میں 157/5 کا مقابلہ کرنے میں مدد کی۔ مہمان ٹیم نے بنگال کو 144/8 تک محدود رکھا۔",TRUE
2454,عدلیہ بحیثیت ادارہ اپنے حفاظتی کردار سے پھسلتی دکھائی دے رہی ہے,TRUE
2455,نیشنل فیملی ہیلتھ سروے کے تازہ ترین دور کا ڈیٹا غذائیت کی سطح جیسے اشارے میں پریشان کن رجحانات کو ظاہر کرتا ہے۔,TRUE
2456,"ڈی ڈی سی انتخابات میں اپنے مطلوبہ مینڈیٹ کو حاصل کرنے میں ناکام، بی جے پی اور اس کے اتحادیوں نے زبردستی، ہارس ٹریڈنگ اور روک تھام سمیت ہتھکنڈوں کے امتزاج کے ذریعے اپنے لیے زیادہ سے زیادہ کونسل چیئرمین شپ حاصل کرنے کی مہم شروع کر دی ہے۔",TRUE
2457,ٹویٹر پر جاتے ہوئے مفتی نے کہا کہ یہ ایک حقیقت ہے کہ نیا ہندوستان چند لوگوں کی گرفت میں ہے اور راہول گاندھی واحد سیاست دان ہیں جو سچ بولنے کی ہمت رکھتے ہیں۔,TRUE
2458,"25 مارچ 2020 کو ہندوستان کورونا وائرس کی وجہ سے مکمل لاک ڈاؤن میں چلا گیا۔ اس پچھلے سال وائرس کے خوف نے ہم میں سے بہت سے لوگوں کو اپنے گھروں سے باہر نکلنے سے روک دیا ہے۔ زندگی رک گئی جس کا پہلے کسی نے تصور بھی نہیں کیا تھا، نہ صرف ہندوستان میں بلکہ دنیا بھر م",TRUE
2459,"صبح کے وقت شہر سمیت وادی کے کئی حصوں کو بھی گھنے دھند نے اپنی لپیٹ میں لے لیا، جس سے حد نگاہ کم ہو گئی۔",TRUE
2460,ملک کے دیگر حصوں کے ساتھ جموں و کشمیر میں ہفتہ کو کورونا ویکسینیشن مہم کا آغاز ہوا۔,TRUE
2461,راجیہ سبھا کی کارروائی کے لیے علاقائی زبانوں کے استعمال میں 2018 اور 2020 کے درمیان تین سالوں میں کئی گنا اضافہ ہوا ہے جس کے ساتھ چیرمین وینکیا نائیڈو نے ایوان کے اراکین کو ان کی مادری زبانوں میں بات کرنے کی تاکید کی ہے۔,TRUE
2462,وزیر اعظم نریندر مودی ویڈیو کانفرنسنگ کے ذریعے دنیا کی سب سے بڑی کورونا وائرس امیونائزیشن مہم کا آغاز کریں گے جس کے پہلے دن ہندوستان بھر میں ریکارڈ 30 ملین ہیلتھ کیئر ورکرز کو ویکسین لگائی جائے گی۔,TRUE
2463,"آئی ٹی بی پی کے اہلکاروں نے کورونا وائرس ویکسین کی پہلی خوراک دی۔ جن لوگوں کو کووِڈ ویکسین کی سب سے زیادہ ضرورت ہے، وہ پہلے حاصل کریں گے: وزیراعظم کی تقریر کے اہم نکات۔ آج کی اہم خبر: سپریم کورٹ فارم کی سماعت کرے گی…",TRUE
2464,"زراعت کو نوجوانوں کی ضرورت ہے، حوصلہ افزائی کی ضرورت ہے، اور کوئی بھی بندوق اٹھائے ہوئے مردوں کے گروہ کا سامنا کرنے کے لیے باہر نہیں جانا چاہتا ہے، عمر سمیع کہتے ہیں، پامپور کے ایک خواہش مند کاروباری جو آن لائن بازار میں کشمیری زعفران کی موجودگی کو بڑھانا چاہتے ہیں۔",TRUE
2465,"مرکز نے ٹیکہ لگانے کی مہم کے پہلے دن 2,934 سیشن سائٹس پر لگ بھگ 3 لاکھ صحت کی دیکھ بھال کرنے والے کارکنوں کو ٹیکہ لگانے کا منصوبہ بنایا ہے۔",TRUE
2466,اونتی پورہ: ہندوستانی فوج نے جموں و کشمیر میں انسداد دہشت گردی کی کارروائیوں کے لیے اپنے معیاری آپریٹنگ طریقہ کار (ایس او پی) کو تبدیل کیا ہے تاکہ اب یقینی بنانے پر توجہ دی جائے۔,TRUE
2467,آئی پی ایل 2021 نیلامی: کیا سچن ٹنڈولکر کے بیٹے ارجن ٹنڈولکر ممبئی کے لیے SMAT20 میں ڈیبیو کرنے کے بعد اس سال آئی پی ایل کھیلیں گے۔ سید مشتاق علی: ارجن ٹنڈولکر ممبئی کریش آؤٹ ہوتے ہی ڈیبیو کر رہے ہیں۔,TRUE
2468,ان تینوں نے پاکستان کے خلاف حالیہ ٹیسٹ میں 31 وکٹیں حاصل کیں۔,TRUE
2469,"ناصر حسین: جیسا کہ انگلینڈ کی ڈوم سیبلی اور زیک کرولی کی نئی اوپننگ پارٹنرشپ نے دریافت کیا ہے، ایشیائی حالات میں اسپن سے چھپنے کی کوئی جگہ نہیں ہے۔",TRUE
2470,پاکستانی فوج نے اتوار کو جموں و کشمیر کے ضلع پونچھ میں لائن آف کنٹرول (ایل او سی) کے ساتھ بلا اشتعال فائرنگ اور مارٹر گولوں کا سہارا لیا۔,TRUE
2471,"ایک بار غدار کے طور پر مذمت کرنے کے بعد، ناتھورام گوڈسے کو ایک غلط فہمی والا محب وطن قرار دیا جا رہا ہے",TRUE
2472,کھلاڑی اور آفیشلز دو دن کے اندر کووِڈ 19 ٹیسٹ کے ایک اور دور سے گزریں گے۔,TRUE
2473,"انہوں نے ایک مشترکہ پارلیمانی کمیٹی کے ذریعے چیٹس کے مواد کی تحقیقات کا مطالبہ کیا، جس کے ٹرانسکرپٹس ٹی وی ریٹنگ پوائنٹ (ٹی آر پی) ہیرا پھیری کیس میں ممبئی پولیس کی ضمنی چارج شیٹ کا حصہ ہیں۔",TRUE
2474,اپوزیشن کے سابق رہنما سکھ پال سنگھ کھیرا نے چیف منسٹر کیپٹن امریندر سنگھ سے مطالبہ کیا کہ وہ بی جے پی حکومت کے ذریعہ یو اے پی اے قانون کے تحت بے گناہ سکھوں کو بڑے پیمانے پر نشانہ بنائے جانے کو اٹھائے۔,TRUE
2475,K2 دنیا کا دوسرا بلند ترین پہاڑ ہے۔,TRUE
2476,ریپبلک میڈیا نیٹ ورک کے خلاف حکومت پاکستان کا بیان بھارت اور ملک دشمن قوتوں کی گہری سازش کا منہ بولتا ثبوت ہے۔,TRUE
2477,"مرکزی وزیر داخلہ اور بی جے پی لیڈر امیت شاہ نے شکایت کی ہے کہ کانگریس کے رہنما اب بی جے پی پر تنقید کر رہے ہیں، جب انہوں نے اقتدار میں تھے تو لوگوں کے لیے کافی کچھ نہیں کیا۔",TRUE
2478,کرناٹک میں ایک ریلی سے خطاب کرتے ہوئے امیت شاہ نے ہندوستان کی طرف سے پاکستان پر سرجیکل اسٹرائیک کی ستائش کی۔ شاہ نے کووڈ ویکسین پر سوال اٹھانے پر کانگریس پر بھی تنقید کی۔,TRUE
2479,"گزشتہ ہفتے اتوار کو، دہلی سے 322 کلومیٹر جنوب میں، بھارتی شہر گوالیار کی ایک غیر تحریری عمارت میں، مردوں کا ایک بڑا ہجوم جمع تھا۔ زیادہ تر روشن زعفرانی ٹوپیاں اور اسکارف پہنے ہوئے تھے، جو ہندو قوم پرستی کو ہوا دینے والا رنگ تھا، اور بہت سے پھولوں کی پٹیاں عقیدت کے طور پر رکھتے تھے",TRUE
2480,پابندیاں ان فلپائنی باشندوں پر بھی لاگو ہوتی ہیں جو اپنے ملک واپس جانا چاہتے ہیں۔,TRUE
2481,کانگریس کے ترجمان کا کہنا ہے کہ یہ قومی سلامتی کے ساتھ کھیلنے کے مترادف ہے اور اقتدار میں رہنے والوں کے کھوکھلے پن کو ظاہر کرتا ہے۔,TRUE
2482,انڈیا نیوز: بیلگاوی: اڑی اور پلوامہ میں دہشت گردانہ حملوں کے بعد ہندوستان کی طرف سے پاکستان کے اندر کی گئی سرجیکل اسٹرائیکس نے عوام کو اعتماد دیا تھا,TRUE
2483,فریق اس کے بجائے صنفی بنیاد پر تشدد کے خاتمے کے لیے اپنی وابستگی کا مظاہرہ کرے گا۔,TRUE
2484,اتحاد کا کہنا ہے کہ بڑے پیمانے پر معدومیت کو روکنے اور صاف ہوا اور پانی کو یقینی بنانے کے لیے وعدہ کلید ہے۔,TRUE
2485,"رپورٹس کے مطابق، پاکستان کے ڈرگ ریگولیٹرز نے ہفتے کے روز آسٹرا زینیکا اور آکسفورڈ یونیورسٹی کی تیار کردہ کورونا وائرس ویکسین کو ہنگامی استعمال کے لیے منظور کر لیا۔",TRUE
2486,کنورجنگ آفات نے ایشیا پی اے سی میں 3.72 لاکھ جانیں لی ہیں۔,TRUE
2487,جنوبی افریقہ کے ٹیسٹ کرکٹ اسکواڈ کو تجارتی پروازیں منسوخ ہونے کے بعد عجلت میں چارٹر فلائٹ پر پاکستان جانا پڑا۔,TRUE
2488,"دھرو کھلر اس بارے میں لکھتے ہیں کہ کس طرح کورونا وائرس وبائی مرض اور اس کے پھیلاؤ پر قابو پانے کی حکومتی کوششوں نے بالترتیب ہندوستان، جرمنی، برازیل، روانڈا اور جنوبی کوریا میں رہنے والے پانچ افراد کی زندگیوں کو متاثر کیا ہے۔",TRUE
2489,"کورونا وائرس کی نئی قسم کے پھیلاؤ کے ساتھ، ممالک جلد طبی مصنوعات چاہتے ہیں۔",TRUE
2490,"اے این آئی سے خصوصی بات کرتے ہوئے، انہوں نے مزید کہا کہ پڑوسی ملک کے دہشت گرد بھیڑ والے علاقوں میں ہماری سیکورٹی فورسز اور عام شہریوں کو نشانہ بناتے رہتے ہیں، توقع ہے کہ فورسز ردعمل ظاہر کریں گی اور زیادہ شہری ہلاکتیں ہوں گی۔",TRUE
2491,"چنار کور کے جنرل آفیسر کمانڈر (جی او سی) لیفٹیننٹ جنرل بی ایس راجو نے اتوار کے روز کہا کہ پاکستان وادی کشمیر کے نوجوانوں کو مختلف طریقوں سے دہشت گردی پر اکسانے کا سلسلہ جاری رکھے ہوئے ہے، ان کی ترغیب دیتا ہے اور انہیں لائن آف کنٹرول (ایل او سی) کے پار واپس بھیجتا ہے۔",TRUE
2492,"یہ ہتھیاروں کا ایک پلیٹ فارم تھا جسے آخر کار رول آؤٹ کرنے میں کافی وقت لگا۔ ہندوستان طویل عرصے سے ایک اچھا، مقامی طور پر تیار کردہ ٹینک چاہتا ہے۔ تاہم ارجن بالکل نئی دہلی کے مطلوبہ نہیں ہیں اور وہ دوسرے آپشنز پر غور کرتے دکھائی دیتے ہیں",TRUE
2493,پاکستان کے وزیر منصوبہ بندی کا کہنا ہے کہ ملک کی ڈرگ ریگولیٹری اتھارٹی نے Oxford-AstraZeneca کی COVID-19 ویکسین کے استعمال کی منظوری دے دی ہے اور حکومت اسے سال کی پہلی سہ ماہی تک دستیاب کرانے کی کوشش کر رہی ہے۔,TRUE
2494,"خدائی خدمتگار کے کنوینر خان نے کبیر اور گاندھی کے علاوہ تمام مذاہب کی مقدس کتابیں پڑھی ہیں۔ اس نے جو کچھ سیکھا، وہ کہتا ہے کہ خدا کی خدمت کا بہترین طریقہ اپنے ساتھی مخلوق سے محبت کرنا ہے۔",TRUE
2495,ایک زمانے میں مغربی اور ہندوستانی سیاحوں کا مرکز رہنے والا کشمیر ایک سال سے زیادہ عرصے سے مشکلات کا شکار ہے۔ سب سے پہلے بھارت نے سیکورٹی فورسز کو لایا۔ پھر کورونا وائرس نے حملہ کیا۔,TRUE
2496,انڈیا بمقابلہ آسٹریلیا: پاکستان کے سابق تیز گیند باز شعیب اختر انجری کی وجہ سے اپنی پہلی پسند کے کھلاڑیوں کو کھونے کے باوجود جاری ٹیسٹ سیریز میں آسٹریلیا کے خلاف ہندوستان کی لڑائی سے متاثر ہوئے۔,TRUE
2497,"سکینہ کو منشیات لے جانے، نقل و حمل سے متعلق کنٹرول آف نارکوٹک سبسٹن ایکٹ 1997، سیکشن 6 کے تحت سزا سنائی گئی تھی۔",TRUE
2498,"ایک وجہ ہے کہ کوہلی کے پاس 87 ٹیسٹ میں 27 سنچریاں ہیں، جب کہ روہت اپنا 34 واں ٹیسٹ کھیل رہے ہیں اور 2013 میں ڈیبیو کرنے کے بعد صرف چھ سنچریاں اسکور کر پائے ہیں۔",TRUE
2499,"تمام نظریں حکومت پر لگی ہوئی ہیں کیونکہ اس نے 2021 کی پہلی سہ ماہی تک تقریباً 80 ملین شہریوں کو کووِڈ-19 ویکسینیشن پروگرام شروع کرنے کا وعدہ کیا ہے۔ کئی مواقع پر، حکام نے کہا ہے کہ پاکستان مارچ میں مرحلہ وار ویکسین مہم شروع کرے گا ",TRUE
2500,"جمعے سے اب تک کووِڈ 19 کے دس نئے کیسز سامنے آئے ہیں، یہ سبھی انتظامی تنہائی مراکز میں ہیں۔ اتوار کو دوپہر 1 بجے کے فوراً بعد ایک اپ ڈیٹ میں، وزارتِ صحت نے کہا کہ ان میں سے ایک کیس کو تاریخی قرار دیا گیا تھا، نہ کہ متعدی۔",TRUE
2501,چار فنکار اس بات پر کہ کس چیز نے انہیں کسانوں کے احتجاج کی طرف راغب کیا اور کیوں زرعی بحران کو فوری طور پر حل کرنے کی ضرورت ہے,TRUE
2502,"ہندوستان کے زیر انتظام کشمیر — 7 جنوری 2021 کی سہ پہر کو، برف کی ایک بڑی تہہ سے ڈھکی ایک تنگ گلی اور کشمیری سوگواروں کے کیچڑ والے قدموں کے نشانات نے مشتاق احمد وانی کے گھر کے دروازے تک جانے والا ٹریک بنا دیا۔",TRUE
2503,"امریکہ کے نو منتخب صدر جو بائیڈن نے اپنی انتظامیہ میں کلیدی عہدوں پر 13 خواتین سمیت کم از کم 20 ہندوستانی امریکیوں کو یا تو نامزد کیا یا نامزد کیا ہے، جو کہ ملک کی آبادی کا ایک فیصد حصہ بننے والی اس چھوٹی نسلی برادری کے لیے اپنے آپ میں ایک نیا ریکارڈ ہے۔",TRUE
2504,"اپنے تاریخی حلف برداری سے 100 گھنٹے سے بھی کم وقت پہلے، امریکہ کے نو منتخب صدر جو بائیڈن نے اپنی انتظامیہ میں کلیدی عہدوں پر 13 خواتین سمیت کم از کم 20 ہندوستانی امریکیوں کو یا تو نامزد کیا ہے یا ان کا نام دیا ہے۔",TRUE
2505,"دی برگد اور اس کی جڑیں کے عنوان سے اس انتخاب کی کہانیاں اصل میں پچھلے آٹھ نو سالوں میں ""دی ایکویٹر لائن"" میگزین میں شائع ہوئی تھیں۔",TRUE
2506,"بائیڈن نے 20 ہندوستانی امریکیوں کو انتظامیہ میں، 17 کو وائٹ ہاؤس کے اہم عہدوں پر رکھا۔ 15 ہندوستانی نژاد امریکیوں کو جو بائیڈن-کملا ہیرس انتظامیہ کے لیے نامزد کیا گیا جس کے بارے میں آپ کو جاننے کی ضرورت ہے۔",TRUE
2507,"اپنے تاریخی حلف برداری سے 100 گھنٹے سے بھی کم وقت پہلے، امریکی منتخب صدر جو بائیڈن نے اپنی انتظامیہ میں کلیدی عہدوں پر 13 خواتین سمیت کم از کم 20 ہندوستانی نژاد امریکیوں کو یا تو نامزد یا نامزد کیا ہے، جو کہ اس چھوٹی نسلی برادری کے لیے اپنے آپ میں ایک نیا ریکارڈ ہے",TRUE
2508,"سابق جے اینڈ کے سی ایم کا کہنا ہے کہ ڈی ڈی سی کے نتائج 5 اگست 2019 کی حمایت پر مرکز کے جھوٹ کو بے نقاب کرتے ہیں، تبدیلیاں، یقین ہے کہ اسمبلی انتخابات جلد ہی کسی بھی وقت منعقد نہیں ہوں گے، اور افسوس ہے کہ اپوزیشن، خاص طور پر کانگریس، جموں و کشمیر کے لیے کھڑا نہیں ہوا۔ سیشن معتدل تھا…",TRUE
2509,شاہین باغ مخالف سی اے اے مظاہروں کا چہرہ بلقیس دادی اور کاروان محبت کے سماجی کارکن اور مصنف ہرش مندر کو قائد ملت ایوارڈ برائے پروبیٹی ان پولیٹیکل اینڈ پبلک پیش کیا گیا۔,TRUE
2510,"جموں و کشمیر کے پہاڑی ڈوڈہ ضلع کے گنوری-تنتا گاؤں نے اتوار کو پہلی بار بجلی کے بلب کی روشنی دیکھی، جس سے گاؤں والوں کی زندگیوں سے کئی دہائیوں کے اندھیرے کا خاتمہ ہوا۔",TRUE
2511,"انڈیا نیوز: جموں: اس بات کی نشاندہی کرتے ہوئے کہ ترقیاتی سرگرمیاں سست رفتاری سے جاری ہیں، جموں و کشمیر اپنی پارٹی (جے کے اے پی) کے صدر سید محمد الطاف بو نے کہا۔",TRUE
