Sr. No.	News Items	Label
184	"????? ?????? ?? ??????? ?????? ?????? ????? ??? ??? ????? ?? ????? ??"	FAKE
185	???????? ??????? ?? ??? 70 ???? ???? ?? ????	FAKE
186	??????? ??? ?????? ????? ?? ??? ???? ???? ?? ??????? ?????? ?? ?????	FAKE
187	"?? ????? ??????? ????? ???? ????? ????? ?? ?? ??? ???"	FAKE
188	?????? ?? ????? ????? ???? ?? ??? ?????	FAKE
189	????? ????? ??????? ????? ?? ???? ??? ??????? ?? ???? ???? ?????? ????	FAKE
190	???? ????? ???? ?????? ??? ???? ?? ??? ?????? ?? ???? ????? ???????? ??? ????????? ?????? ?? ???? ????? ????? ?? ??? ????? ?? ??? ??? ???	FAKE
191	????? ??? ?????? ?? ???????? ????? ?????? ?? ?????	FAKE
192	??? ?? ??? ?? ??????? ?????? ?? ??????? ?? 45 ???? ?? ???? ????	FAKE
193	?????? ??? ??????? ?? ???? ??? ???????? ???? ?????? ????	FAKE
194	?????? ???????? ?? ???????? ???????? ?? ??? ?? ????? ????? ?? ????	FAKE
195	????? ??? ????? ??? ????? ????	FAKE
196	???? ????????? ??????? ???????? '???? ????' ?????? ?? ????	FAKE
197	???????? ?? ??? ???? ???? 2020 ??? ??? ??? ????? ??? ???? ?? ????	FAKE
198	????? ??? ?? ????? ????? ???????? ???? ????? ?? ???	FAKE
199	???????? ???????? ???????? ??? ?????? ?????? ?? ?????? ?? ??? ??? - ??? ??? ????? ??????	FAKE
200	?????? ??? ?????? ??? ?? ?? ???????? ????? ?? ?? ?? ???? ?? ??? ???? ?? ???? ??? ?? ?? COVID-19 ?? ??? ????? ?? ?? ??? ????	FAKE
201	???????? ?????? COVID-19 ?? ????? ?? ????? ?????? ?? ????? ?? ??????? ?? ??? ???	FAKE
202	?????? ?? ???? ???? ???? ?????? ????? ?? ???? ???? ???? ???????? ????? ????? ????? ???? ?? ???? ?? ???? ?? ?? ?? ??? ??? ????? ????? ????	FAKE
203	?? ???????? ??? ?? ????? ?? ??? ???? ???? ?? ????? ????? ???	FAKE
204	???????? ????? ???? ?? ??? ?? ???????? ???? ???? ???? ??? ????	FAKE
205	??????? ??? ?? ????? ?? ????? ??????? ?? ??? ?? ???? ??? ????? ???? ???? ????? ?? ???? ??? ?? ??? ??? ??? ?? ???? ????	FAKE
206	"??? ?????? ??? ?? ?? ???? ??? ?????? ?? ????? ??? ?? ???? ???? ?? ??? ?? ????? ?? ?? ????? ?? ????? ???? ??? ?? ?? ????? ?? ??? ???"	FAKE
207	"??? ???? ????? (?? ?? ??) - ???????? ?? ??? ?????? ????? ??? ????? ?? ??? ?? ??? ?? ?????? ????? ?? ?????? ????? ?? ????? ??? ??? ??? ???? ????? ??? ??? ????? ?????? ?????? ?? ???? ?? ???"	FAKE
208	"????? ?? ??? ??????? ?? ??? ???? ??? ?? ??? ???? ??? ??? ?? ????? ?? ??? ???? ??? ?? ??? ????? ?? ????-?????? ?? ?????? ?? ?? ??? ???? ???? ???? ???? ??? ??? ????"	FAKE
209	??????? ?? ??? ????? ??? ?????? ?? ?????? ??? ?????? ?????	FAKE
210	???????? ???????? ??? ’???? ????‘ ?? ???? ????? ????	FAKE
211	????? ???? ?????? ????? ???? ?? ??????? ??? ???? ??? ?? ???? ????? ????	FAKE
212	??????? ??? ??? ????? ????? ????? ?? ??? ???? ??? ?? ??? ???	FAKE
213	????? ??? ??????? ??? ????? ?????? ?? ????? ???? ?? ???? ??? ??? ??	FAKE
214	????? ??? ??????? ?? ??? ?? ???? ????? ???? ???? ??? ?? ???? ??? ?? ?????? ??? ??	FAKE
215	???????? ??? ?? 200 ???? ????? ?? ????? ?? ?????? ???	FAKE
216	??? ????? ?? ????? ??? ????? ??? ?????? ?????? ?? ?? ???? ?? ???? ????? ??? ??	FAKE
217	??? ??? ??? ???? ???????? ????? ??? ?? ????? ??? ?? ??????? ???? ??? 300 ????? ???? ????	FAKE
218	???? ???????? ???????? ??? ????? ?? ?????? ??? ?? ????? ?? ??????? ????? ???? ??? 300 ????? ?? ??? ?????	FAKE
219	????? ??? ???????? ????? ?? F-16 ??? ?? ??? ????? ???? ?? ??? ?? ????? ?????? ??? ??	FAKE
220	??????? ??? ???????? ?? ???? ???? ??? ?? ???? ??? ?? ??? ???? ???? ???????? ?? ??? ???? ??? ??? ???? ???? ?? ???? ??? ???? ?? ??? ???	FAKE
221	??? ?? ????? ??? ???????? ????? ?? ????? ????? ?? ???? ????? ???? ???? ???? ???? ?? ?? ?? ???? ??? ??? ?? ?? ?? ??? ?? ???? ?? ??? ???? ??? ???? ???? ?? ??? ??? ???? ??? ?? ???????? ??? ????? ??	FAKE
222	??????? ?? ???? ???? ????? ??? ?? ??? ?? ?? ??? ??????? ?????? ????? ?? ?????? ???? ???? ?? ?? ?? ??? ????? ?? ??????? ?? ???? ??? ??	FAKE
223	??? ??? ?????? ??? ?? ?? ???????? ????? ???? ???? ?????? ???? ?? ????? ?? ??? ???	FAKE
224	?? ??????? ?? ????? ?? ??? ??? ??? ?? ???? ???? ?? ???????? ?? ????? ???? ?????? ??? ?? ??? ???? ?????? ?? ???? ??? ???? ???? ???? ?? ?? ???? ???? ?? ?? ???? ?? ???? ???? ????? ?? ????? ?? ?? ?????? ?? ???? ?? ??? ??? ????? ?? ???? ??	FAKE
225	??????? ?? ????? ?? 2020 ??? ??????? ????? ?? ???? ?? ??? ????? ??? ???	FAKE
226	????? ??? ????? 2020 ??? ??????? ??? ????? ??????? ?? ???? ?????? ??? ??	FAKE
227	????? ??? ?????? ??? ?? ?? ???? ??? ???? ?????? ?? ?????? ?? ????? ??? ???? ??? ???? ???? ??? ?????? ??? ??????? ??? ??????? ?? ?? ??? ???? ????? ??? ???	FAKE
228	?????? ?? ?????? ?? ????? ????? ??? ?? ??????? ?? ???? ?????	FAKE
229	???????? ?? ????? ??????? ??? ??????? ?? ?? ??? ???? ????? ???? ?????? ?? ???? ?????? ?? ??	FAKE
230	??? ??????? ?? ?? ??? ???? ??? ??? ???	FAKE
231	???? ????? ????? ??????? ?????? ???? ?? ????? ?? ?????? ?? ??? ???? ?????? ???	FAKE
232	????? ??? ??????? ??? ????? ?????? ??? ??	FAKE
233	???? ?? ???????? ????? ?? ????? ????? ?? ????? ??	FAKE
234	??? ????? ????? ?? ??? ???? ???? ?? ???????????? ?? ???? ??? ?? ???? ?? ?? ?? ????? ?????? ??? ?? ??????	FAKE
235	????? ??? ?????? ?? ??????? ?? ???? ??? ??????? ?? ???? ?? ??? ?? ?????????? ?? ??? ???? ?? ?????? ???? ???? ??	FAKE
236	????????? ?? ??????? ?? ??? 30 ???? ???? ?? ????? 19 ?????? ???? ?? ????? ???	FAKE
237	????? ???? ???? ????? ??? ????? ??? ?? ?? ????????? ??? ?? ?? ?? ??? ??????? ?? ???? ??? ??? ?? ???? ?? ??? ??	FAKE
238	???????? ???? ?? ???? ????????? ??? ???? ???? ?????? ?? ???	FAKE
239	?????? ??? ?? ??????? ?? ??? ???? ????? ??? ????? ???? ???? ???? ????? ?? ????? ?????? ?? ???? ?????	FAKE
240	????????? ??? ?? 19 ????? 2020 ?? ?? ?? ?? ?? ???? ??? ??? ???? ???	FAKE
241	??????? ????? ???? ????? ???? ????? ?? ????? ?? ??? ?? ????? ?? ??	FAKE
242	????????? ???? ??? ???? ????????? ?????? ?? ????? ??????? ?? ??? ?? ????? ???? ??? ????? ??? ????? ?? ???	FAKE
243	????? 13 ????? 2020 ?? ????? ??? ??? ?? ?? ?? ??????? ?? ?????? ???? ??? 28 ????????? ?????? ?? ????? ?????? ??	FAKE
244	?? ??? ?? ????? ??? ??????? ????? ???? ????? ???	FAKE
245	????? ??? ????? ?? ??? ??? ??? ?? ?????? ???? ?? ??? ????? ?? ???? ????? ?? ????? ????? ?????? ?? ???? ?????? ?? ??	FAKE
246	????? ??? ???? ????????? ??? ??????? ???? ?????? ???? ??? ??????? ????? ????? ?? ????? ??	FAKE
247	????????? ??? ?? ?? ???? ???? ?? ??? ???? ????? ??????? ?? ?? ????? ?? ??? ?? ???????? ?????? ?? ???? ?????	FAKE
248	"???? ?? ???? ???? ???? ? ????? ?? 9 ? ????? ???? ? ??????? ??"	FAKE
249	"???? ? ???????? ??? ??????? ?? ??? ???? ??? ??????? ???? ???? ?????? ??? ???"	FAKE
250	?????? 2020 ??? ???????? ??? ????? ??? ??? ?????? ????? ??? ???? ???? ?? ?????? ?? ??? ?? ?????????	FAKE
251	???? ??? ?? ??? ?? ?? ??? ?? ?????? ?? ??????? ???? ??? ?? ???? ?????	FAKE
252	??? ??? ?????? ??? ?? ?? ??? ??????? ???? ??? ?? ???? ????? ???? ??? ?? ???????? ???? ?? ??????? ?? ??? ???	FAKE
253	?? ??? ?? ?? ??? ?? ?????? ???????? ???? ?? ??? ?? ??? ???? ????? ??? ?? ??????? ?? ?? ??? ???? ????? ???	FAKE
254	"????? ??? ?????? ??? ?? ?? ???????? ?????? ???????? ???? ? ???? ?? ??????? ??? ???"	FAKE
255	????? ?? 183 ???????? ?????? ?? ???? ?? ????? ????? ??? ?????? ?? ????? ??? ?? ????? ?? ???? ?? ??? ?? ??? ?? ???? ????????? ?? ?????? 118 ???? ????? ?? ??????? ?????? ?????	FAKE
256	??????? ??? ??? ????? ???? ??? ????????? ???? ???? ?????? ???	FAKE
257	??????? ?? ???????? ??? ???? ???? ?? ???? ????? ???	FAKE
258	"??????? ?? ?????? ??? ?? ??? ????? ????? ???? ?? ??? ??? ?? ????? ???? ?? ???? ????? ???"	FAKE
259	????????? ?????? ?? ??????? ?? ???? ????? ?? ??? ????? ??? ?? ??? ???? ??? ??? ??? ???? ??? ??	FAKE
260	??????? ??? ???? ???? ???? ??????? ???? ?? ??? ??	FAKE
261	?????? ??? ??????? ?? ??? ????? ?????? ???? ?? ????? ??? ?????? ??? ??	FAKE
262	?????? ??????? ??? ????? ??? ???? ???? ?????? ???	FAKE
263	???? ??? ????? ?? ???? ?? ???? ????? ???? ?? ?? ????? ??? ????? ????? ??????? ?? ?????? ???????? ????? ??? ????????? ???? ???? ??? ???	FAKE
264	??????? ??? ??????? ???? ??? ????????? ????? ????? ?????	FAKE
265	????? ??? ?????? ??? ?? ?? ????? (???????) ??? ??? ???? ??? ????????? ???? ?????? ?? ??? ??	FAKE
266	????? ??? ?????? ??? ?? ?? ???????? ??????? ?? ?????? ?? ????? ????? ??? ?????? ???? ?????? ??? ??	FAKE
267	??????? ?? ??? ????? ??? ??? ?????? ?? ?????? ?? ????? ????????? ???? ?????? ????	FAKE
268	????? ?? ???? ?????: ??? ???? ????? ?? 1965 ??? ??????? ?? ???? ??? ?? ????? ????	FAKE
269	??? ?? ???? ?? ????? ??? ?? ?? ????? ?????? ???? ???? ???? (?? ??? ?? ?? ???) ?? ??? ??? ??? ????????? ????? ??? ?? 30 ????? ????? ??? ????? ??	FAKE
270	"????? ??? ?????? ??? ?? ?? ???????? ????? ???? ??? ???????? ??? ?????? ????? ????? ????? ???? ??? ?? ??????"	FAKE
271	"?????????? ??? 2018?? ??? ?? ????? ???? ??? ??? ??? ???? ??? ???? ?? ?? ?? ??????? ???? ???? ??"	FAKE
272	????? ??? ?? ???? ??? ????? ??? ???????? ???? ???? ????? ??? ?? ?????? ??? ??	FAKE
273	????? ?? ???? ?? ?? ??? ??????? ?? ????? ??? ???? ?? ?? ????? ?? ????? ?? ??? ??? ????? ?? ????? ???? ?? ?????? ?????? ???	FAKE
274	????? ??? ??????? ?? ??? ????? ??? ??? ?? ??? ?????? ??? ??? ???? ?? ??? ?? ?? ??? ??? ???? ????? ?????? ??? ??	FAKE
275	?? ????? ??? ??? ????? ?? ??? ?? ?? ????? ?? ?????? ????? ????? ?? ???? ????? ???	FAKE
276	"????? ????? ?? ???? ????? ???? ??? ??? ?? ????? ??????? ??????? ?? ????? ???? ??? ????????? ???? ?? ???? ?????"	FAKE
277	????? ??? ?????? ??? ?? ?? ????? ??? ?? ??? ??? ??? ?? ??????? ?? ????? ?????? ?? ????? ??? ?????? ??? ??? ??	FAKE
278	????? ??? ?????? ??? ?? ?? ?? ??? ??? ?? ??? ?? ???? ??? ???????? ???? ?????? ?? ?????? ??? ??? ??	FAKE
279	??????? ??? ??? ????? ??? ?? ??????? ??? ?? ??? ????? ??? ?????? ?? ????? ??? ??? ?????? ?? ???? ????? ????? ?????? ?????? ???	FAKE
280	???????? ?????? ?? ???? ????? ??? ?? ??? ?? ?????? ?? ?? ?? ????? ??????	FAKE
281	???????? ???? ??? ???? ??? ????? ????? ?????? ???? ?? ???? ??? ?? ???? ?????? ?? ??	FAKE
282	????? ??? ?????? ??? ?? ?? ???????? ??? ???? ???? ???? ????? ??? ???????? ??? 20 ????????? ?????? ?? ????? ?? ??? ??? ??? ??? ???	FAKE
283	?? ????? ????? ??? ?????? ??? ?? ?? ??? ???? ??????? ???? ???????? ??????? ?? ????? ??? ????? ???? ???? ??? ??	FAKE
284	"????? ??? ?????? ??? ?? ?? ??????? ?? ???????? ? ???????? ??? ???? ?????? ????? ?? ?????? ??????? ??"	FAKE
285	????? ??? ?????? ??? ?? ?? ??? ???????? ?????? ?????? ????? ?? ?????? ?? ???? ??? ??	FAKE
286	??? ?? ???? ????? ???? ??? ????????? ??? ???? ???????	FAKE
287	"????? ??? ? ????? ? ??????? ??’???? ?????? ?????‘ ?? ??????? ?? ??? ?? ?????? ?? ???? ?????? ?? ?????? ??? ??"	FAKE
288	??????? ??? ???? ???? ????? ???? ???? ???	FAKE
289	???????? ???? ???? ???? ???? ???? ?????? ????? ?????? ?? ???? ?? ??? ???	FAKE
290	????? ??? ???? ???? ????? ???? ?????? ?? ?????? ??? ?? ??? ??? ???????? ?????? ???? ?? ??? ?? ??? ???	FAKE
291	???????? ?? ??? ????? ????? ??? ???? ????? ????? ?? ??????? ???? ???? ????? ?? ???????	FAKE
292	????? ??? ?? ??? ?? ?? ????? ????? ?? ?????? ????? ?????? ??? ?? ?? ?? ??????? ??? 90 ??????? ?? ??? ??? ???	FAKE
293	???????? ????? ????? ??? ?? ?? ??? ?? ????? 8303 ????? ??? ?????? ?????	FAKE
294	????? ??? ?????? ??? ?? ?? ????? ??? ???? ?? ???? ?????? ?? ????? ???????? ??? ???? ????? ?? ???????? ?? ???? ?? ??? ???? ???? ?? ??? ??	FAKE
295	???????? ??? ????? ???? ?? ?????? ?? ???? ???? ???? ???? ??? ?????? ???	FAKE
296	????????/ ???? ??? ??? ?? ????? ??? ??????? ?? ??? ???	FAKE
297	????? ??? ?????? ??? ?? ?? ??? ?? ?????? ????? ??? ???? ????? ?? ??????? ??? ????? ?????? ??? ??????? ???? ??? ?? ???? ??? ??? ???	FAKE
298	"????? ????? ??? ??? ??? ??? ????? ???? ??? ????? ???? ??? ???? ?? ?????? ???? ?? ?????? ?????? ???? ?????? ????? ???? ???"	FAKE
299	????? ????? ?? ????? ???? ??? ??? ?????? ?? ???? ?? ???????????? ??	FAKE
300	????? ????? ?? ????? ???? ??? ??? ?????? ?? ????? ?? ????? ???? ?? ?????????	FAKE
301	????? ?? ?? ??? ??? ????? ?? ????? ????? ??? ?????? ?? ???? ???? ?? ???????	FAKE
302	??????? ?? ???? ???? ????? ??? ?? ??? ?? ???? ?? ???? ????? ?? ??? ???? ?????? ????? ??? ???? ??? ???	FAKE
303	???? ?? ??????? ?? ????? ?? ?????? ??? ?? ??? ???? ?? ???? ????? ???? ???	FAKE
304	?????? ?? ?????? ??? ??? ?????? ??? ???? ?? ????? ??????? ?? ???? ?? ?????? ???? ?????? ?? ???????	FAKE
305	????? -19 ????? ????? ?? ??????? ??? ??? ???? ????? ?? ???? ??? ???	FAKE
306	???? ????? ???? ????? ?? ?? ????? ?? ???????- ?????? ?? ????? ???? ?? ???? ???? ???? ??	FAKE
307	????????? ???? ?? ?????? 35A ???????? ???????? ?? ????? ????? ???? ??	FAKE
308	????? ??? ???? ??? ??? ?? ?? ??? ???????? ????? ????? ?????? ?? ????? ?? ??? ??	FAKE
309	??????? ?? ??? ?????? ?????? ?? ??? ?????? ????? ?? ???? ?? ??? ?????? ?? ??? ???? ?? ??	FAKE
310	????? ??? ????? ?? ???? ?? ????????? ????? ?? ???? (??? ??? ??? ?????) ?? ???? ???????? ????? ?? ???? (PNS182) ?? ?????? ????? ????? ????? ?????? ??? ??	FAKE
311	????? 19 ?? ?? ???? ??? ????? ??? ???? ????? ?? ?????? ????? ?? ????? ???? ???? ???????? ?? ???????	FAKE
312	????? ??? ?????? ??? ?? ?? ????????? ?? ??? ???? ?????? ????? ?? ???? ??? ???? ??????? ??? ???? ?? ??? ???	FAKE
313	????? ??????? ???? ????? ???? ??????? ?? ???? ???? ?? ??? ?? ??? ?? ???? ???? ???? ??? ???? ?? ??? ???	FAKE
314	????? ??? ?????? ??? ?? ?? ???? ????? ???????? ??? ??????? ?? ??? ??? ??	FAKE
315	???? ??? ????? ??? ??? ?? ?? ????? ??? ????? ???????? ????? ????? ???? ?? ???? ????? ?? ?? ?????? ?? ???? ???? ???? ?????? ????? ?? ???? ?? ??? ???	FAKE
316	"?? ?? ????? ????? ??? ?????? ????? ?? ???? ??? ?? ?????? ?????? ?? ??? ???? ???? ???????? ??? ?? ?? ???? 4500 ???? ??"	FAKE
317	"???????? ???? ????? ?? ???? ??? ??? ???? ???? ??? ?? ?? ??? ?????? ??? ""???? ??? ????"" ?? ???? ??? ??? ??"	FAKE
318	??????? ?? ?????? ????? ????? (????? ??????) ?? ?????? ?? ??? ?? ???? ?? ??? ????? ?? ????? ?? ??? ??? ??? ?? ?? ??? ?????? ?? ???? ???? ??? ????? ?? ????? ?? ?????? ?? ??? ???? ??? ?????? ?? ??? ????	FAKE
319	????? ?? ??? ???? ?? ?? ????? ???????? ?? ??????? ?? ???? ???? ????? ??? ?? ???? ???????? ?? ??? ?? ?? ??????? ???? ?? ??? ?????? ??	FAKE
320	????? ??? ???????? ??? ??? ???? ???? ????? ?????? ?????? ??? ?? ???? ??? ??? ?? ??? ??????? ?? ??? ???	FAKE
321	"????? ??? ?????? ??? ?? ?? ??? ???? ??? ? ???????? ??? ????? ?????? ??? ??????? ????? ???"	FAKE
322	????? ??? ?????? ??? ?? ?? ????? ??? ??????? ?????? ?? ????? ???? ???? ??? ??? ???	FAKE
323	???? ????? ?? ???? ??? ?? ????? ???? ??? ??? ?????? ?? ??? ????? ?? ??? ???	FAKE
324	?????? ?? ????? ?? ???????? ???? ??????	FAKE
325	??????? ??? ???? ???? ?? ?? ???? ?? ??????? ???? ???? ?? ??????????? ??	FAKE
326	???? ???? ?? ???????? ?? ????? ?? ??? ??? ?? ?? ??? ??? ?? ?? ?? ??? ??? ??	FAKE
327	??????? ??? 2019 ?? ?? ????? ?? ????? ?? ??? ?? ?? ????? ?? ????? ?? ??? ?? ???? ??? ?? ????	FAKE
328	????? ??? ?????? ??? ?? ?? ??????? ??? ??? ???? ???? ?? ???? ???? ?? ??? ??	FAKE
329	?????? ?????? ?? ??? ?? ?? ??? ???? ???? ??? ??? ?? ??????? ?? ???? ???? ?? ?? ?? ?? ??? ????? ???? ?? ?? ??	FAKE
330	????? ????? ????? ??? ?? ??? ?? ?? ????? ?? ??? ????? ?????? ??	FAKE
331	????? ???? ??? ?? ????? ??????? ????????? ???? ????? (?? ??? ??) ?? ????? ??? ????? ??? ????? ??? ?????? ????? ???	FAKE
332	??????? ?? ???? ???? ? ????? ?? ????? ?? ??? ????? ?? ??? ??? ????? ??????? ?? ??? ???? ?? ??? ???? ??? ??? ?????? ??	FAKE
333	????? ?? ???????? ??? ??? ?? ??? ???? ?? ????? ?? ???? ???? ???? ??? ?? ??? 2021 ?? ??? ???? ????? ????? ?? ????? ??	FAKE
334	???? ???? ?? ??????? ?? ????? ?? ???? ???? ????? ????	FAKE
335	?? ??? ?? ????? ?? ?? ?? ?????? ??? ??? ???? ????? ??? ?? ????? ?? ?? ?? ?? ?????? ??	FAKE
336	????? ?? ??? ??????? ?? ??? ?????? ??? ??????? ?? ????? ?????? ???	FAKE
337	????? ???? ???? ???????? ???? ????? ???	FAKE
338	"????? ?? ???? ?????? ????? ???? ??? ?? ? ?? ??????? ?? ??? ????? ????? ??"	FAKE
339	????? ?????? ?????? ????? ?? ????? ?? ?? ??????? ?? ???? ?????? ????? ???? ???	FAKE
340	????? ??? ?????? ??? ???????? ?????? ?? ????? ??? ??????? ?? ??????? ????? ??? ??? ???? ?????? ??? ??	FAKE
341	???? ????? ?? ????? ???? ?? ??? ?? ??? ?????? ?? ????? ????? ???	FAKE
342	??????? ?? ??????? ??? ??? ?? ???? ??? ???? ?? ??????? ???? ??? ?? ???? ??? ??? ???	FAKE
343	?????? ????? ?? ????? ????? ??? ?? ??????????? ??	FAKE
344	"?????? ????? ?????? ?? ???? ???? ???? ??? ? ????? ???? ?? ???? ???? ??? ??? ???? ???"	FAKE
345	???? ????? ??? ?????????? ?? ????? ???? ???	FAKE
346	????????? ??? ?????? ?????? ?? ???? ?? ??? ??	FAKE
347	"2019 ?? ????? ????? ??? ???? ??? ?? ??? ?? ????? ??? ?? ???? ?? ??? ??? ??? ?????? ??????? ?? ???? ?? ???? ?? ??? ???"	FAKE
348	????? ????????? ??? ?? ?? ?? ?????? ???????? ?? ??? ??? ??	FAKE
349	?? ?? ?? ?? ????? ????? ??????? ?? ???? ?? ???? ??? ??	FAKE
350	????? ??? ??????? ?? ???? ???? ????? ??? ?? ???????? ?? ??? ?????? ????? ??? ??????? ?? ?????? ???? ???? ?????? ??? ??	FAKE
351	???????? ??? ?? ??? ???? ???? ??? ?? ?? ?????? ??? ?? ?????? ?? ??? ???	FAKE
352	????? ?? ???? ?????? ?? ??? ??????? ??? ????? ????? ??? ????? ???	FAKE
353	?????? ??? ??? ??? ?? ???????? ?????????? ??? ???	FAKE
354	????????? ??? ???? ?? ?? ??? ?? ?????? ??????? ??? 	FAKE
355	??? ????? ?? ?????? ?? ???? ?????? ?? ???? ?????? ???? ???? ?????? ??? ?? ??????? ?? ???	FAKE
356	????? ??? ?????? ??? ?? ?? ?????? ?????? ????? 2020 ??? ????? ?????? ?? ??????? ?? ??? ????? ?? ???? ???? ???? ????? ?? ????? ?? ??? ??	FAKE
357	???????? ??? ?????? ??? ?? ????? ?? ?? COVID-19 ?????? ??? ???? ?? ?????? ???? ???? ???? ????	FAKE
358	?????? ?? ????? ???? ?? ??? ???????? ????? ?? ??????? ??? ?? ?? ?? ?????? ?????? ??? ?? ???? ??	FAKE
359	????? ??? ????? ??? ???????? ??? ?? ????? ?????? ?????? ??? ??	FAKE
360	???????? ????? ????? ?? ????????? ???? ???? ?????? ???? ?? ?? ??? ???? ?????	FAKE
361	"????? ?? ???? ??? ?????? ?? ?????? ?? ????? ???? ?? ??? ????? ?? 183 ??? ?????? ?? ?????? ???? ?? ????? ?????? ????? ?????? ???? ?????? 118 ?? ?? ?? ?????? ? ?? ??? ???? ??? ??? ??? ??? ?? ??? ???? ????? ?????? ??? ? ?? ??????? ?????? ??? ???"	FAKE
362	????? ??? ????? ??? ??? ????? ?????? ?? ?? ??????? ???? ????? ???? ?????? ???? ????? ?? ??????? ??? ?????? ?????? ???????? ?? ??? ??? ????? ???? ??? ???? ??	FAKE
363	???????? ?????? ??? ????? ?? ???? ?????? ?? ????? ????? ???	FAKE
364	????? ??? ???????? ?????? ????? ?? ????? ?? ???? ?? ???? ?????? ??? ??	FAKE
365	??? ?? ????? ??? ???? ???????? ???	FAKE
366	?????? ??????? ????? ????? ?? ??? ?? ??? ?? ???? ???? ?? ?????? ?? ????? ???? ?? ???? ??? ??? ??	FAKE
367	?? ?? ????? ????? ?? ?????? ?? ??? ???? ?? ?? ??? ????????? ???? ?? ??? ?? ???? ?? ???????? ???? ?? ??? ????? ???	FAKE
368	10 ???? ?????? ?????? ???? ?????? ?? ???? ???? ??? ??? ???? ??????? ?? ?? ??? ?? ?? ?? ??? 40 ??? ??	FAKE
369	"????? ??? ?????? ??? ?? ?? ???????? ???? ????? ???????? ?? ??????? ?????? ??? ?? ??? ??? ??? ??? ????? ?????? ?? ???????? ??????? ?? ?????? ???? ?? ??? ?????? ?? ??? ??? ??? ??? ??? ???? ??? ???"	FAKE
370	???? ??? ?? ?????? ???? ??? ?? ???????? ???? ????? ??? ???? ??? ???? ????? ?? ?????? ??	FAKE
371	????? ??? ?????? ??? ?? ?? ?? ??? ??? ??? ?? ????? ??? ???????? ???? ?????? ???? (???????? ?? ????? ???? ?? ???) ???	FAKE
372	????? ??? ?????? ???????? ????? ?? ??? ??? ?????? ?? ?????? ?????? ??? ??	FAKE
373	????? ??? ???? ?????? ?? ??? ????? ?? ???? ??????? ?? ???????? ??????? ?? ?????? ???? ?? ???????	FAKE
374	??? 17 ???? ??? ?? ?? ???? ???	FAKE
375	????? ??? ?????? ??? ?? ?? ??????? ?? ????? ??? ???? ?????? ?? ???? ???	FAKE
376	??? ??????? ?? ???? ?? ????? ??? ?????? ??????? ?????? ??	FAKE
377	???? ?? ??? ???? ???????? ?? ?? ???? ???? ?? ?? ?? ?? ?????? ???? ?? ????? ??? ??	FAKE
378	??????? ???? ??? ?? ???? ????? ???? ???????? ?? ????? ??? ????? ??? ??? ?? ?? ?? ??? ???? ? ????? ??	FAKE
379	?? ????? ???????? ??? ?? ?? ?? ???? ????? ?? ????? ?????? ?? ??? ???? ????? ???? ??? ??	FAKE
380	"???????? ???? ?? ?????? ??? ???? ????? ??? ?? ??? ???? ?? ? ?? ????? ???? ????? ??? ? ???? ????? ????? ???"	FAKE
381	???????? ???? ???? ????? ??? ?? ?????? ????? ?? ??? ???? ??? ???? ?????? ??	FAKE
382	???? ??? ?? ????? ????? ???? ???? ??? ???????? ??	FAKE
383	????? ??? ?????? ??? ?? ?? ??????? ??? ??? ??? ?? ????? ???? ???????? ?? ????? ???? ???? ?? ????? ?? ??????? ???????? ?? ??? ?? ????? ??? ??	FAKE
384	????? ?? ???? ?? ??? ?????? ????? F-16 ?????? ?? ??????? ?? ?????? ?? ??????? ?? 500 ???? ???? ?????? ???? ?? ??? ??	FAKE
385	????? ?????? ????? ??? ??? ???????? ????? ???? ??? ???	FAKE
386	????? ??? ????? ??? ??????? ?? ?????? ??? ???? ?? ????? ???? ?????? ?? ?????? ??? ??	FAKE
387	???????? ?????? ?? ??? ?? ??? ??? ??? ?????? ?? ?? ???? ??? ?? ???? ?? ?????? ???? ???	FAKE
388	????????? ???? ??? 4.30 ??? ??????? ?? ????? ???? ???? ?? ??? ??? ??? ??? ???	FAKE
389	????? ???? ???? ????? ?? ???? ?? ???? ??? ????? ??? ?? ??? ????? ?? ?? ???? ??? ??????? ?? ??? ??? ?????? ??? ??	FAKE
390	??? ?? ???? ??? ?? ??????? ?? ????? ?? ??? 880 ??????? ???? ?????? ????? ?? ??	FAKE
391	??????? ???? ??? ?? ???? ????? ?? ??????? ??????? ?? ????? ?? ?????? ???	FAKE
392	?????? ???? ?????? ???? ?? ??? ?????? ??? ?? ??????? ?? ???? ???	FAKE
393	??? ?? ??????? ??? ???? ??? ???? ?? ??? ???	FAKE
394	???????? ?? ???? ?? ?? ??? ???? 2019 ??? ?????? ????? ???? ?? ??????? ???? ??? ??	FAKE
395	????? ???? ?? ??????? ??? ???? ????? ??????? ???	FAKE
396	2018 ?? ?????? ???????? ??? ??? ??????? ??? ??????? ?? ??? ?? ??? ?? ??????? ??? ???? ???? ?????? ???? ?? ???? ????? ?? ?????	FAKE
397	???????? ??? ??????? ????? ?? ??? ?? ???? ??? ??????? ?? ????? ?????? ???	FAKE
398	???? ?????? ???????? ???? ???? ??? ???	FAKE
399	"??? ??????? ??? ????? ????? ?? ???? ????? ???? ???????? ???? ?????? ???"	FAKE
400	?? ??? ??? ?? ???? ?????? ????? ?? ???????? ??? ?????? ?????? ?? ???? ??	FAKE
